,Unnamed: 0,ID,FULL TEXT,CREATED AT
477,15,1375010529094160388,ඉන්දීය ධීවරයින් 54ක් නාවික හමුදා භාරයට 608    73890,2021-03-25 09:03:51
478,16,1374996519309430785,ලෝකෙට අලුතෙන් එන ටික අපි හැමදාම වැලඳගත්තේ අවුරුදු තිහ හතලිහකට පස්සේ  0       ,2021-03-25 08:08:11
479,17,1374973927257088000,ඉහල කොත්මලේ ජලාශයේ කාන්තා මළ සිරුරක් 2623    ,2021-03-25 06:38:24
480,18,1374962294078140419,ගම්පොල දී බිරිඳ ඝාතනය කළ සැමියෙකු සියදිවි නසා ගනී  30       5,2021-03-25 05:52:11
481,19,1374945681652162565,ජල සොරුන් ගැන තොරතුරු දුන්නොත් දීමනා 69     1,2021-03-25 04:46:10
482,20,1374924761130659841,ඇස්ට්‍රාසෙනෙකා එන්නතේ දෙවන මාත්‍රා තොගය මෙරටට ගෙන්වීම කල්යයි 7    16,2021-03-25 03:23:02
483,21,1374883457906536449,අද කාළගුණය තාවකාලික තද සුළං 44   9,2021-03-25 00:38:55
484,22,1374772756881960961,ෆොන්සේකාගේ ගැහිල්ල මුරලිට වදී බිලියනයක් ඉල්ලයි 600     77,2021-03-24 17:19:01
485,23,1374772323715223553," 20210324 
දෙසතිය පුවත් සඟරාව පාසල් සහ පිරිවෙන් පුස්තකාල වෙත ලබා දීමේ සමාරම්භක අවස්ථාව
          5",2021-03-24 17:17:18
486,24,1374771891508899840," 20210324 
මහජන ආරක්ෂක අමාත්‍ය රියර් අද්මිරාල් ආචාර්ය සරත් වීරසේකර මහතා සහ චීන සමූහාණ්ඩුවේ ශ්‍රී ලංකා තානාපති එච් ඊ කුයි ෂෙන්හොන්ග් මහතා අතර හමුවක්
     
 0",2021-03-24 17:15:35
487,25,1374756929713565700,කොටුගොඩ ධම්මාවාස මහ නාහිමියන්ගේ ආදාහන පූජෝත්සවයේ රිය පෙරහර හේතුවෙන් විශේෂ රථ වාහන සැලැස්මක් 05    ,2021-03-24 16:16:08
488,26,1374738056901652481,කුවේට් රාජ්‍යයෙන් පිටුවහල් කළ ලාංකිකයින් පිරිසක් කටුනායක ගුවන්තොටුපොළට  76    558,2021-03-24 15:01:08
489,27,1374732990161375238,ඉන්දියාවෙන් විකෘති වු කොවිඩ් ප්‍රභේදයක් සොයාගනී 83    25,2021-03-24 14:41:00
490,28,1374716818531610624,බොරුවට නඩු දාන පොලිස් නිලධාරීන්ට වැඩ වරදියි     07,2021-03-24 13:36:45
491,29,1374705989589508096,පාසල් සිසුවියකට මත්පැන් පොවා 20 හැවිරිදි නරුමයෙකු කරපු අපරාධය 8     02,2021-03-24 12:53:43
492,30,1374696656491311114,ලොතරැයි අලෙවිකරුවන් මහරගමදී විරෝධතාවක 02    0,2021-03-24 12:16:38
493,31,1374688510599331846,මන්නාරමේ කරිසල් කැළෑවෙන් නරක් වූ මළසිරුරක් 249    2,2021-03-24 11:44:16
494,32,1374684925576708099, සමාගමට ගැනුම්කරුවෙකු සොයාගැනීමට නොහැකිවීම හේතුවෙන්  ඔවුන්ගේ  ව්‍යාපාරය   කිරීමට කටයුතු කරන ලකුණු    4,2021-03-24 11:30:01
495,33,1374670932745199627,මෙහෙම ගියොත් අපිට ඉතුරුවෙන්නේ කාන්තාරයක් 98    2,2021-03-24 10:34:25
496,34,1374660510969335812,මාතලේ බස් රථ සේවකයින් පිරිසක් වර්ජනයක 7    8,2021-03-24 09:53:00
497,35,1374649365474775042,සමගි ජන බලවේගය ඩෝසරයට එරෙහිව  6       ,2021-03-24 09:08:43
498,36,1374625001945538569,පානදුර උතුර පොලිසිය ඉදිරිපිට උණුසුම් තත්වයක්      77,2021-03-24 07:31:54
499,37,1374619522930384900,බස්නාහිර පළාතේ පාසැල්වල සියලු ශ්‍රේණි මාර්තු 29 සිට ඇරඹේ 27    754,2021-03-24 07:10:08
500,38,1374613621309763588,"ලබන සඳුදා සිට  බස්නාහිර පළාතේ  සියලුම ‌ශ්‍රේණි  සඳහා පාසල් ඇරඹේ
අධයාපන අමාත්‍ය ජිඒල්පීරිස් මහතා
           376",2021-03-24 06:46:41
501,39,1374605148912185344,හය දෙනෙක් එකතුවී දැරියක මරලා      7,2021-03-24 06:13:01
502,40,1374604352736874497,ආණ්ඩුවෙන් කසිප්පු තැබෑරුම් අරිනවද        ,2021-03-24 06:09:51
503,41,1374598807342575620,සවුදි අරාබි පිරිමින්ට රටවල් හතරකින් කසාද තහනම් 995      0,2021-03-24 05:47:49
504,42,1374594057675042817,ගිලා බැසීමේ අවදානමට ලක්වූ බළංගොඩ පවුලකට නගරාධිපතිගේ නිල නිවස ලබා දෙයි 260     1,2021-03-24 05:28:56
505,43,1374573958851219460,වාහන අංක තහඩුවේ පළාත හැදින්වෙන අක්ෂරය ඉවතට 2    288,2021-03-24 04:09:04
506,44,1374566880791306245,කළුතරට පැය 18ක ජල කප්පාදුවක් 04    4,2021-03-24 03:40:57
507,45,1374540043960741888,කොළඹ වෙළඳසැලක ගින්නක් එක් අයෙක් ජිවිතක්ෂයට 1    999,2021-03-24 01:54:18
508,46,1374535330842353666,ගම්මන්පිල ඩුබායි නැවකින් තෙල් බාන හැටි බලයි  465    2,2021-03-24 01:35:35
509,47,1374528926521782274,සීනි හා පොල්තෙල් පාඩුව වෙනුවෙන් ෂැංග්‍රිලා හෝටලය රජයට පවරගන්න” 061    61,2021-03-24 01:10:08
510,48,1374417631818608649,"පුරන් කුඹුරු අස්වැද්දීමේ ජාතික මෙහෙවර
 දොම්පෙ ගොවිජන සේවා බල ප්‍රදේශයේ පහුරු යාය සංවර්ධන ව්‍යාපෘතියේ සමාරම්භය 
          8",2021-03-23 17:47:53
511,49,1374412439056384006,ගාල්ලේ වෙඩි තැබීමක් 34    8,2021-03-23 17:27:15
512,50,1374403682637258755,කොවිඩ් ආසාදිත මරණ ගණන 552ක් දක්වා ඉහළට 51     ,2021-03-23 16:52:27
513,51,1374398215043227650,ක්‍රීඩා ඇමති නාමල්ගෙන් ක්‍රීඩා ලෝලීන්ට සුබ පණිවිඩයක් 96     97,2021-03-23 16:30:44
514,52,1374382799054983179,රවී ඇතුළු පිරිසට පිටු ලක්ෂ 11ක ලේඛණ 8    630,2021-03-23 15:29:28
515,53,1374368255293321216,ආනයනික පොල් තෙල් තොගයක පිළිකා කාරක අඩංගු බව සෞඛ්‍ය අමාත්‍යාංශය තහවුරු කරයි     3,2021-03-23 14:31:41
516,54,1374362478214213643,පරෙවි දුපත තාවකාලිකව වසා දමයි     8,2021-03-23 14:08:43
517,55,1374336004652294153,ශ්‍රී ලංකාව සම්බන්ධ යෝජනාව වැඩි ඡන්දයෙන් සම්මත වෙයි 39    ,2021-03-23 12:23:32
518,56,1374322538096959490, සමාගමෙහි මීළඟ   එක යැයි සැලකෙන ජංගම දුරකතනයේ  කිහිපයක් අන්තර්ජාලයට නිකුත් වෙයි    1,2021-03-23 11:30:01
519,57,1374319629447786498,උපවාසයක් හේතුවෙන් යාපනය උණුසුම් වෙයි 0    ,2021-03-23 11:18:27
520,58,1374315639762939910,නේවි රුවන් ගේ ජාවාරම්වලට සහය දුන් පොලිස් කොස්තාපල්වරයෙකු අත්අඩංගුවට 17    58,2021-03-23 11:02:36
521,59,1374302101698977793,  පෙට්‍රල් මිල අවුරුදු ගානක් තිස්සේ අඩු වෙලා නෑ        ,2021-03-23 10:08:49
522,60,1374288292405944321,වැලිකඩ මාරක අනතුරින් මියගිය පොලිස් නිලධාරියාගේ තොරතුරු 9    18,2021-03-23 09:13:56
523,61,1374260241290854401,අමෙරිකාවේ සුපිරි වෙළෙදසැලකට ප්‍රහාරයක්  පුද්ගලයින් 10ක් ජිවිතක්ෂයට 4     63,2021-03-23 07:22:28
524,62,1374256387753009153,නව කොරෝනා ආසාදිතයින්ගෙන් වැඩිම පිරිස ත්‍රිකුණාමලයෙන් 7    110,2021-03-23 07:07:09
525,63,1374241685887148033,  ඔය ප්‍රශ්නය මෝශන් එකක් දාලා උසාවියට ඉදිරිපත් කරන්නකතානායක කියයි 1       ,2021-03-23 06:08:44
526,64,1374233826860306438,රක්ෂිතයක් හෙළිපෙහෙලි කළ ප්‍රාදේශීය සභා මන්ත්‍රීවරයෙකු අත්අඩංගුවට 294    876,2021-03-23 05:37:31
527,65,1374233677408833543,රාජගිරියේ මාරක අනතුරක් පොලිස් නිලධාරියෙකු ඇතුළු දෙදෙනෙක් මරුට 3    6,2021-03-23 05:36:55
528,66,1374214641790775304,පාස්කු ප්‍රහාරයේ වැරදිකරුවන් 21 වන දාට පෙර උසාවි නොගෙනාවොත් රට පුරා විරෝධතා     2,2021-03-23 04:21:16
529,67,1374198727515152393,කිළිනොච්චියේ උරුතිරපුරම්හි පුරා විද්‍යා කැණීම්වලට දෙමළ සන්ධානයේ විරෝධය 65    344,2021-03-23 03:18:02
530,68,1374175629524963328,දිස්ත්‍රික්ක කිහිපයකට මිමී 75 ඉක්මවු වැසි     ,2021-03-23 01:46:15
531,69,1374171720739815426,බන්ධනාගාරගතව සිටින රවි ගැන එජාපය සාමූහික තීන්දුවක් ගනී 87    81,2021-03-23 01:30:43
532,70,1374048534379466752,පොලීසියේ රථ වාහන මෙහෙයුමට රියදුරන්ගේ විරෝධය 02    57,2021-03-22 17:21:13
533,71,1374045793707905026,දක්ෂිණ අධිවේගී මාර්ගයේ මෝටර් රථයක් ගිනිගනී දර්ශන සහිතයි 7    ,2021-03-22 17:10:20
534,72,1374037330479091712,"මාධ්‍ය  නිවේදනය 20210322
කොරෝනා මරණ 05 ක් වාර්තා වු බව තහවුරු කරයි

     
 19      1",2021-03-22 16:36:42
535,73,1374010899200012296,පුත්‍රයාගේ පහරින් පියා මරුට 8    6,2021-03-22 14:51:40
536,74,1374002329872035844,විරෝධතාවක් නිසා කොටුවේ වාහන තදබදයක් 5     48,2021-03-22 14:17:37
537,75,1373997113688793094,කෙසෙල් ගෙඩියට මිනී මරයි     45,2021-03-22 13:56:54
538,76,1373960148113182722,වයස අවුරුදු 13 ට අඩු දරුවන් සඳහා   එකක් හඳුන්වාදීමට  සමාගම කටයුතු කරමින් සිටින බවට තොරතුරු වාර්තා වෙයි    0,2021-03-22 11:30:00
539,77,1373946042480136192,අයිස්ලන්තයේ ගිනි කඳු විධාරණය දැක බලා ගන්න ජනතාව පැමිණෙයි  8    4,2021-03-22 10:33:57
540,78,1373935693706137604,ඩි‍ෆෙන්ඩරයත් සමග රාජ්‍ය ඇමැති පුබ්බාර ඔයේ ගසාගෙන යයි 932    155,2021-03-22 09:52:50
541,79,1373923661921456134,රජයේ දන්ත ශල්‍ය වෛද්‍ය නිලධාරීන් සංකේත වැඩ වර්ජනයක් අරඹයි 1    2797,2021-03-22 09:05:01
542,80,1373895590686302208,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම ගම්පහ දිස්ත්රික්කය  20210321 
                   ",2021-03-22 07:13:29
543,81,1373894914543554566,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්රික්ක ව්යාප්තිය  20210321
                   3",2021-03-22 07:10:48
544,82,1373891036536184832,ශ්‍රී ලංකාවට එරෙහි ජිනීවා මානව හිමිකම් යෝජනාවේ ඡන්ද විමසීම කල් යයි 70    8,2021-03-22 06:55:23
545,83,1373873070549606405,කොවිඩ් මර්දනයට ඖෂධ පෙත්තක් 4      6,2021-03-22 05:44:00
546,84,1373872386768965632,"මාධ්‍ය නිදහස යනු මාධ්‍ය ආයතන හිමිකරුවන්ගේ නිදහස නොවේ ඇතැම් මාධ්‍ය ආයතන හිමියනට රට පාලනය කිරීමට අවශ්‍යව ඇතත් එසේ කිරීමේ හැකියාවක් නැත
       ",2021-03-22 05:41:16
547,85,1373871541520265217,"මාධ්‍ය  නිවේදනය 20210321
 පස්වරු 830 වන විට කොවිඩ්19 ප්‍රතිශක්තිකරණ වැඩ සටහනේ ප්‍රගතිය

     
 19      911",2021-03-22 05:37:55
548,86,1373864499342680065,ජවිපෙන් අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට පැමිණිල්ලක්   4       ,2021-03-22 05:09:56
549,87,1373860265964408838,දේශපාලන හයියෙන් පවත්වාගෙන ගිය වැලි තොටුපළට එස්ටීඑෆ් පනී 7    1,2021-03-22 04:53:07
550,88,1373855167733374978,පොලිස් නිලධාරියෙකුට තියුණු ආයුධයකින් පහරදී පලාගිය වරෙන්තුකරුවෙකු යළි අත්අඩංගුවට 3    3,2021-03-22 04:32:51
551,89,1373813479128195072,කොටුගොඩ ධම්මාවාස මහනාහිමි අපවත් වෙති     ,2021-03-22 01:47:12
552,90,1373582867993825281, 12 මාදිලිය සමඟින්  එකක් ලබා නොදීම හේතුවෙන්  සමාගමට ඩොළර් මිලියන දෙකක දඩයක් නියම කිරීමට බ්‍රසීල බළධාරීන් කටයුතු කරයි    1,2021-03-21 10:30:50
